Transaccion_ID,Leche,Pan,Huevos,Mantequilla,Queso,Cafe,Azucar,Galletas,Jugo,Cereal
632,1,1,0,0,0,0,0,0,0,0
633,1,0,0,0,1,0,0,0,1,0
634,1,1,0,0,0,0,0,1,0,0
635,1,1,1,0,0,0,0,0,1,1
636,1,1,0,0,0,0,0,0,0,0
637,1,1,0,0,0,1,0,0,1,0
638,1,1,1,0,0,0,1,0,0,0
639,1,1,0,1,0,0,0,1,1,1
640,1,0,0,0,0,0,0,0,0,1
641,1,1,0,0,1,0,0,0,0,0
642,1,1,0,0,0,0,0,0,0,0
643,0,1,1,1,1,0,0,0,0,0
644,1,1,0,1,0,0,0,0,0,1
645,1,1,1,1,0,0,0,1,0,0
646,1,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,1,0
648,0,1,0,0,0,0,0,0,0,0
649,1,0,0,0,0,0,1,0,0,0
650,1,1,0,0,0,0,0,1,0,1
651,1,1,0,0,0,0,1,0,0,0
652,1,1,0,0,1,0,0,0,0,1
653,1,1,0,1,0,0,0,0,0,0
654,1,1,0,1,0,0,0,0,0,0
655,0,1,0,0,0,0,0,1,0,0
656,1,1,0,0,1,0,0,1,1,0
657,1,1,0,1,0,0,0,0,0,0
658,1,1,0,0,0,0,0,0,1,0
659,1,1,0,0,0,0,0,0,0,1
660,1,1,1,0,0,0,1,0,1,1
661,1,1,1,0,0,0,0,1,0,0
662,0,0,0,1,0,0,0,0,1,0
663,1,1,1,0,0,1,0,0,1,0
664,0,0,0,0,0,0,0,0,0,1
665,1,1,0,0,1,0,0,0,1,1
666,1,1,0,0,1,0,1,0,0,0
667,1,1,0,0,0,0,0,1,0,0
668,1,1,1,0,1,0,0,1,0,0
669,1,1,0,0,0,0,0,0,0,0
670,1,1,0,0,0,0,0,0,0,0
671,1,1,0,0,0,1,0,0,0,1
672,1,0,0,0,1,0,0,0,0,0
673,1,1,0,0,0,0,0,0,0,0
674,1,1,1,0,0,0,0,0,0,1
675,0,1,0,1,0,0,0,0,0,1
676,1,1,1,0,1,1,0,0,0,0
677,1,0,0,0,0,0,0,0,0,1
678,1,1,1,1,0,0,0,0,0,1
679,1,1,0,0,0,0,1,1,1,0
680,1,1,0,0,0,0,0,1,0,0
681,1,1,1,0,0,0,0,0,0,1
682,0,0,1,1,1,0,0,1,0,1
683,1,1,0,0,0,0,0,0,0,1
684,0,1,1,1,0,1,0,0,0,0
685,1,1,1,1,0,0,0,1,0,1
686,1,1,0,0,0,1,1,0,0,0
687,0,0,0,0,1,0,0,0,1,0
688,1,1,0,0,0,1,0,0,0,0
689,1,1,1,0,1,0,0,0,0,1
690,1,1,0,0,1,0,0,1,0,1
691,0,1,0,1,0,0,0,0,0,0
692,1,0,1,0,0,0,0,0,0,0
693,1,1,1,0,0,0,0,1,0,0
694,1,1,1,0,1,0,1,0,0,0
695,1,1,0,0,0,1,0,1,0,0
696,1,1,0,0,1,0,0,0,0,1
697,1,1,0,0,0,0,0,0,1,0
698,1,1,0,0,0,0,0,0,0,0
699,0,1,0,1,0,0,0,0,0,0
700,0,0,1,0,0,0,0,0,0,0
701,0,0,0,0,0,1,0,0,0,0
702,0,1,0,0,0,0,0,0,1,0
703,0,0,0,0,0,1,1,0,0,0
704,1,1,1,1,0,0,0,0,0,1
705,1,1,1,0,0,0,0,0,0,0
706,1,1,1,0,0,0,0,1,0,1
707,1,1,0,0,0,0,0,0,0,1
708,1,1,0,0,0,0,0,0,1,0
709,1,1,0,0,0,0,0,0,1,0
710,1,0,0,0,0,0,0,1,0,0
711,1,1,0,0,0,0,0,1,0,0
712,1,1,0,0,0,0,0,0,0,0
713,1,1,0,0,0,1,0,0,0,0
714,1,1,0,1,0,0,0,1,0,0
715,1,1,0,0,0,0,0,1,0,0
716,1,1,1,0,0,0,0,0,0,0
717,1,1,0,0,0,0,1,1,0,0
718,1,1,1,0,1,0,0,0,0,1
719,1,1,0,0,0,0,0,0,1,0
720,0,1,0,1,0,0,0,0,0,0
721,1,1,1,0,1,0,0,0,0,0
722,1,1,0,0,0,0,1,0,1,0
723,1,1,0,0,1,1,0,0,0,0
724,1,1,0,0,0,0,0,0,1,0
725,0,1,1,0,0,0,1,0,1,1
726,0,1,0,0,0,0,0,1,0,0
727,0,1,0,0,0,0,0,0,1,0
728,0,1,0,0,1,1,0,1,0,0
729,1,1,0,0,0,0,1,1,0,0
730,0,0,0,0,0,1,0,0,0,0
731,1,1,1,0,0,1,0,0,0,0
732,1,1,1,0,0,0,1,0,0,0
733,1,1,0,1,0,1,0,0,0,0
734,0,1,0,0,1,1,0,1,0,0
735,1,1,0,0,0,0,0,0,1,0
736,1,1,0,0,1,1,0,0,0,0
737,1,1,0,0,0,1,0,0,0,0
738,1,1,0,0,0,0,1,1,0,0
739,0,1,0,0,0,0,1,1,0,1
740,1,1,0,0,0,1,0,0,0,0
741,1,1,1,0,0,0,0,0,1,0
742,1,1,0,0,0,0,0,1,0,0
743,0,1,0,0,0,0,0,0,0,0
744,1,1,0,1,0,0,1,0,0,0
745,1,0,0,1,0,0,0,0,0,0
746,1,1,0,0,0,1,1,0,0,0
747,1,1,1,1,0,0,0,0,0,0
748,0,0,0,0,0,0,1,0,0,0
749,0,1,1,0,0,0,0,0,0,0
750,1,1,0,0,0,0,0,0,0,0
751,1,1,0,0,0,0,0,1,0,0
752,1,1,0,0,0,1,0,0,0,0
753,1,1,1,0,0,0,1,0,1,0
754,1,1,0,0,0,0,0,1,0,0
755,1,1,1,0,0,1,1,0,0,0
756,1,1,0,0,1,0,0,0,0,0
757,1,1,1,1,0,0,0,0,0,0
758,1,1,1,1,0,0,0,0,0,0
759,1,1,0,1,0,0,1,0,0,0
760,1,1,0,0,1,0,0,0,0,0
761,1,0,0,0,0,0,0,0,0,0
762,1,1,0,0,0,0,0,1,0,1
763,1,1,1,0,0,0,0,0,0,0
764,0,1,0,0,1,1,0,0,1,0
765,1,1,0,0,0,0,0,0,0,0
766,1,1,0,1,0,0,0,0,1,0
767,0,1,0,0,1,0,0,1,0,0
768,1,1,1,1,1,0,1,0,0,0
769,0,1,1,0,0,0,0,1,0,0
770,0,0,0,0,0,1,0,0,1,0
771,1,1,0,0,1,0,0,0,1,0
772,0,0,0,0,0,1,1,0,0,0
773,0,1,0,0,0,0,0,0,0,1
774,1,1,0,0,0,0,0,0,0,0
775,1,1,1,0,0,0,1,1,0,0
776,0,0,1,0,0,0,0,0,0,0
777,0,0,0,0,1,0,0,0,0,0
778,1,1,1,0,0,0,1,0,0,0
779,1,1,0,0,1,0,1,0,0,0
780,0,1,0,0,0,0,0,0,1,0
781,1,1,0,1,0,0,1,0,0,0
782,1,1,1,0,0,0,0,0,0,0
783,0,0,0,0,0,0,1,0,0,0
784,1,1,0,1,0,1,0,0,0,0
785,1,1,0,0,1,1,0,0,0,0
786,1,0,0,0,0,1,1,0,0,0
787,1,1,1,0,0,0,0,0,0,1
788,1,1,1,0,0,0,0,0,1,0
789,1,1,0,0,0,0,1,0,0,0
790,1,1,1,0,0,0,0,0,0,0
791,1,1,0,1,0,0,1,0,0,0
792,0,1,0,0,0,0,0,0,0,0
793,1,1,0,0,1,0,0,0,1,0
794,1,1,0,0,0,0,0,0,1,0
795,0,1,0,0,0,0,0,0,0,1
796,0,1,0,1,0,1,1,0,0,0
797,1,1,1,0,1,0,0,0,0,0
798,1,1,0,0,0,0,1,0,0,0
799,1,1,1,1,0,0,1,0,0,0
800,1,1,1,0,0,1,0,0,0,0
801,1,1,1,1,0,0,0,0,0,0
802,1,1,1,0,0,0,1,0,0,0
803,1,1,1,0,0,0,0,1,0,0
804,1,0,0,0,0,0,1,0,0,0
805,0,1,0,0,1,0,1,0,0,0
806,0,0,0,0,0,0,0,0,1,0
807,1,1,0,0,0,0,0,0,0,0
808,1,1,0,0,0,0,1,0,0,0
809,1,1,0,0,0,0,0,1,0,0
810,1,1,0,0,0,0,0,0,0,0
811,1,1,0,0,0,0,0,0,0,0
812,1,1,1,0,0,1,0,0,0,0
813,0,1,1,0,1,0,1,0,0,0
814,1,1,0,0,1,0,0,1,0,0
815,1,0,0,0,0,0,0,1,0,0
816,0,0,0,0,1,0,0,1,0,1
817,1,1,0,0,0,0,0,0,0,0
818,1,1,0,1,0,0,1,0,0,1
819,0,0,0,0,0,0,0,0,0,1
820,1,0,1,0,0,0,1,0,1,0
821,1,1,1,1,0,0,0,0,0,0
822,0,0,1,0,0,0,1,0,0,0
823,1,1,1,1,0,0,0,0,0,0
824,1,1,0,0,1,1,0,1,0,1
825,1,1,0,0,0,1,0,0,0,1
826,1,1,0,0,0,0,1,0,0,0
827,1,1,0,1,0,1,0,0,0,0
828,1,1,0,0,0,1,1,0,0,1
829,1,1,0,0,0,0,0,0,0,1
830,1,1,0,0,0,0,0,0,0,0
831,1,1,0,0,0,0,0,0,1,0
832,0,0,0,1,0,0,0,1,0,0
833,1,1,0,0,0,0,0,0,0,1
834,1,1,0,0,0,1,0,1,1,0
835,1,1,0,0,1,0,1,0,0,0
836,1,1,0,1,0,0,0,0,1,0
837,1,1,0,0,1,1,0,0,0,1
838,1,1,0,0,0,0,0,0,0,1
839,0,1,0,0,0,0,0,0,0,0
840,0,1,1,1,0,1,0,0,0,0
841,0,0,0,1,0,0,0,0,0,1
842,1,1,0,1,0,0,0,0,1,0
843,1,0,1,1,0,0,0,0,0,0
844,1,1,1,0,0,0,0,0,0,0
845,1,1,0,0,0,0,0,0,0,0
846,1,1,0,0,0,0,0,0,1,0
847,1,0,0,0,0,0,1,0,0,0
848,0,1,1,0,0,0,0,0,0,0
849,0,1,0,1,0,0,0,0,1,1
850,1,1,0,0,0,0,0,1,1,0
851,1,1,0,0,0,0,0,0,0,1
852,1,1,1,0,0,0,0,0,1,0
853,1,1,0,0,0,0,0,0,0,0
854,1,1,0,1,1,0,0,0,0,0
855,1,1,0,0,0,1,1,0,0,1
856,1,0,1,0,0,0,0,0,0,0
857,0,0,0,0,0,1,0,0,0,0
858,0,1,0,1,0,0,0,0,1,0
859,1,1,1,0,0,1,0,1,1,0
860,1,1,0,0,0,0,0,1,1,0
861,0,0,0,0,0,0,1,1,0,0
862,1,1,0,1,0,0,1,0,0,0
863,0,0,1,0,0,0,0,1,0,0
864,1,1,0,0,1,0,0,0,0,0
865,1,1,0,0,0,0,0,1,0,0
866,1,1,0,0,0,0,0,0,0,0
867,1,1,0,0,1,0,0,1,1,0
868,1,1,0,0,0,1,0,0,0,0
869,1,1,0,1,1,1,0,0,0,0
870,1,0,0,0,0,1,0,0,0,0
871,1,1,0,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0,1,1,0
873,1,1,0,0,0,1,0,0,0,0
874,1,1,0,1,0,0,0,0,0,0
875,1,0,0,0,0,0,0,0,0,1
876,0,0,1,0,0,0,0,1,0,0
877,1,1,0,1,0,0,0,0,0,0
878,1,1,0,1,0,0,1,1,0,0
879,0,1,0,0,1,1,0,1,0,0
880,1,1,0,0,1,0,1,0,0,0
881,0,1,0,1,0,0,0,1,0,1
882,1,1,0,0,0,0,0,0,1,0
883,1,1,1,0,0,0,0,0,0,1
884,1,1,0,0,0,0,0,0,1,0
885,1,1,0,0,0,0,1,0,1,0
886,1,1,0,0,0,1,0,0,0,0
887,1,1,0,0,1,0,1,0,0,1
888,1,1,1,0,0,1,1,0,0,0
889,0,1,1,0,1,1,0,0,0,0
890,1,1,0,0,0,0,0,0,0,0
891,0,1,0,0,0,0,1,0,0,0
892,1,1,0,1,0,0,0,0,0,0
893,1,1,0,1,0,0,0,0,0,1
894,1,1,1,0,0,0,0,0,0,0
895,1,1,0,1,1,1,1,1,0,0
896,1,1,0,1,0,0,1,0,1,0
897,1,1,0,0,0,0,0,0,1,1
898,0,0,0,0,0,1,0,0,0,0
899,1,0,0,1,0,0,0,0,0,0
900,1,1,0,0,0,0,0,0,0,1
901,1,1,0,1,0,0,0,0,0,0
902,1,1,1,1,0,0,1,1,0,0
903,1,1,0,1,1,0,0,0,0,0
904,1,1,1,0,0,0,0,0,1,0
905,1,1,0,0,0,0,0,0,1,0
906,1,0,1,0,0,0,0,0,1,0
907,1,1,1,0,0,0,0,1,1,0
908,1,1,0,1,0,0,1,0,1,0
909,1,1,0,0,0,1,0,0,1,0
910,1,1,0,0,0,0,0,0,0,0
911,1,1,0,0,0,0,0,0,0,0
912,1,1,0,1,0,0,0,0,1,0
913,1,1,0,1,0,0,0,0,0,0
914,1,1,1,0,0,0,0,0,0,0
915,1,1,0,0,0,0,0,0,0,0
916,1,1,0,0,0,0,0,0,0,0
917,1,1,1,0,1,0,0,0,0,0
918,1,1,0,1,0,0,1,0,1,0
919,1,1,1,1,1,0,0,0,0,0
920,1,1,0,0,0,0,0,0,1,0
921,1,1,1,0,0,0,0,0,0,0
922,1,1,0,0,0,0,0,0,0,0
923,1,1,1,0,1,0,0,0,0,1
924,1,1,0,0,0,0,0,0,0,1
925,1,1,1,0,0,0,0,0,1,0
926,1,1,0,1,0,0,0,0,0,0
927,1,1,0,0,0,0,0,1,0,0
928,1,1,0,1,0,0,1,1,0,0
929,1,0,0,0,0,0,0,0,1,0
930,0,1,0,0,0,1,0,0,0,0
931,1,1,1,0,0,0,0,0,0,1
932,1,1,0,0,1,0,0,0,0,0
933,1,1,1,0,0,0,0,1,0,0
934,1,1,1,0,0,0,0,0,0,0
935,1,1,0,1,1,1,1,1,0,0
936,1,1,1,0,0,0,0,0,0,0
937,1,1,0,0,0,0,0,0,1,1
938,0,0,0,0,0,0,0,1,1,0
939,1,1,1,1,0,1,0,0,0,0
940,1,1,0,0,0,0,1,1,0,0
941,1,1,0,0,1,0,0,0,0,0
942,1,1,0,1,0,0,0,0,1,0
943,1,1,0,1,0,0,0,0,0,0
944,1,1,0,0,0,1,0,0,0,0
945,0,1,0,0,0,1,1,0,1,0
946,1,1,1,0,0,0,0,0,1,1
947,1,1,0,0,0,0,0,0,1,0
948,1,1,0,0,0,0,0,0,1,1
949,1,1,0,0,0,1,1,0,0,0
950,1,1,0,1,0,0,0,0,0,1
951,1,1,0,1,0,0,0,0,0,1
952,1,1,0,0,0,0,0,0,0,1
953,1,1,0,0,0,1,0,1,0,0
954,1,0,0,0,0,0,0,0,0,0
955,1,1,0,0,0,0,0,1,0,0
956,0,0,0,0,1,0,0,0,1,0
957,1,1,0,1,0,0,0,1,1,0
958,0,1,1,0,0,0,0,0,0,0
959,1,1,1,1,0,0,0,0,0,1
960,1,1,0,0,0,0,1,0,0,0
961,1,1,0,0,0,0,1,0,1,0
962,1,1,0,0,0,0,0,0,0,0
963,0,1,0,0,0,0,0,1,0,0
964,1,1,0,0,0,0,0,1,1,0
965,1,1,0,0,1,0,0,0,1,1
966,1,1,0,1,0,0,1,1,0,1
967,1,1,0,0,0,0,1,0,0,0
968,1,1,0,0,0,1,0,0,0,1
969,1,1,0,0,1,0,0,0,1,0
970,1,1,0,0,0,0,0,0,0,0
971,1,1,0,0,0,0,1,0,0,0
972,1,1,1,0,0,1,0,0,0,1
973,1,0,0,0,0,0,0,1,0,0
974,1,1,1,0,1,0,0,1,0,0
975,1,1,0,1,0,0,0,0,0,1
976,1,1,0,1,0,0,0,1,0,0
977,0,1,0,0,0,0,0,0,0,0
978,1,1,0,1,0,0,1,0,0,0
979,1,1,0,0,1,0,0,0,0,1
980,1,1,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,1,0,1,0
982,1,0,0,0,0,1,0,0,0,1
983,0,0,0,0,1,0,0,0,0,0
984,1,1,0,0,0,0,0,0,1,0
985,1,1,1,0,1,0,0,0,0,0
986,1,1,0,0,0,0,0,0,1,0
987,1,1,0,0,0,0,0,0,0,0
988,1,0,0,0,1,0,0,0,0,0
989,1,1,0,0,0,0,1,0,0,0
990,1,1,1,1,1,0,1,0,0,1
991,1,1,0,0,0,0,0,0,0,1
992,1,1,0,0,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0,1,0
994,1,1,0,1,0,0,0,0,0,0
995,1,1,0,1,0,0,0,1,0,0
996,1,1,0,0,1,0,0,0,1,0
997,0,1,0,1,0,1,0,0,1,1
998,1,1,0,1,0,0,0,0,1,0
999,1,1,1,0,0,0,1,0,0,0
1000,1,1,0,0,0,0,0,0,0,0
