Proyecto_ID,Tamano_Equipo,Metodologia,Presupuesto,Experiencia_Lider,Exito_Proyecto
617,Grande,Cascada,Bajo,Media,No
618,Grande,Cascada,Alto,Alta,No
619,Mediano,Cascada,Alto,Alta,Si
620,Grande,Cascada,Alto,Media,Si
621,Pequeño,Cascada,Medio,Alta,No
622,Mediano,Agil,Medio,Media,Si
623,Mediano,Agil,Alto,Media,Si
624,Pequeño,Agil,Bajo,Alta,Si
625,Pequeño,Agil,Bajo,Baja,Si
626,Mediano,Cascada,Medio,Alta,No
627,Grande,Hibrida,Bajo,Baja,No
628,Mediano,Agil,Medio,Media,No
629,Pequeño,Hibrida,Alto,Media,Si
630,Mediano,Agil,Medio,Baja,No
631,Pequeño,Agil,Medio,Media,No
632,Mediano,Hibrida,Alto,Baja,Si
633,Grande,Cascada,Bajo,Baja,No
634,Mediano,Agil,Medio,Media,Si
635,Mediano,Agil,Medio,Baja,No
636,Pequeño,Agil,Alto,Alta,Si
637,Pequeño,Hibrida,Bajo,Alta,Si
638,Pequeño,Cascada,Medio,Media,Si
639,Mediano,Hibrida,Alto,Media,Si
640,Grande,Hibrida,Medio,Baja,No
641,Pequeño,Cascada,Alto,Baja,Si
642,Pequeño,Hibrida,Bajo,Baja,Si
643,Mediano,Cascada,Bajo,Baja,No
644,Pequeño,Agil,Bajo,Alta,Si
645,Grande,Cascada,Bajo,Alta,No
646,Grande,Agil,Medio,Media,No
647,Pequeño,Hibrida,Medio,Baja,Si
648,Pequeño,Hibrida,Bajo,Baja,No
649,Mediano,Agil,Bajo,Media,Si
650,Grande,Hibrida,Bajo,Baja,No
651,Grande,Cascada,Medio,Baja,No
652,Pequeño,Agil,Bajo,Baja,No
653,Mediano,Hibrida,Bajo,Baja,Si
654,Grande,Agil,Bajo,Baja,No
655,Grande,Cascada,Alto,Media,Si
656,Mediano,Cascada,Bajo,Baja,No
657,Mediano,Hibrida,Alto,Media,No
658,Grande,Cascada,Alto,Baja,No
659,Grande,Agil,Bajo,Alta,Si
660,Mediano,Cascada,Alto,Alta,No
661,Grande,Agil,Bajo,Alta,Si
662,Pequeño,Agil,Medio,Alta,Si
663,Pequeño,Cascada,Medio,Media,Si
664,Mediano,Hibrida,Medio,Media,Si
665,Mediano,Cascada,Medio,Baja,Si
666,Mediano,Agil,Alto,Alta,Si
667,Pequeño,Agil,Bajo,Media,Si
668,Grande,Cascada,Bajo,Baja,No
669,Pequeño,Hibrida,Bajo,Baja,Si
670,Grande,Hibrida,Medio,Media,Si
671,Pequeño,Agil,Medio,Alta,Si
672,Grande,Agil,Bajo,Baja,No
673,Pequeño,Hibrida,Medio,Alta,Si
674,Mediano,Cascada,Bajo,Alta,No
675,Pequeño,Agil,Bajo,Alta,Si
676,Grande,Agil,Bajo,Baja,No
677,Pequeño,Hibrida,Bajo,Alta,Si
678,Pequeño,Cascada,Bajo,Baja,No
679,Pequeño,Hibrida,Bajo,Alta,No
680,Mediano,Cascada,Bajo,Baja,No
681,Pequeño,Cascada,Medio,Alta,No
682,Mediano,Cascada,Bajo,Media,No
683,Mediano,Agil,Bajo,Alta,Si
684,Pequeño,Hibrida,Medio,Alta,No
685,Pequeño,Hibrida,Medio,Baja,Si
686,Pequeño,Cascada,Medio,Baja,Si
687,Grande,Agil,Bajo,Alta,Si
688,Pequeño,Agil,Alto,Media,Si
689,Mediano,Hibrida,Alto,Media,No
690,Pequeño,Agil,Medio,Baja,Si
691,Grande,Agil,Alto,Media,Si
692,Pequeño,Cascada,Medio,Alta,No
693,Grande,Agil,Bajo,Baja,No
694,Grande,Cascada,Alto,Alta,No
695,Pequeño,Hibrida,Bajo,Baja,No
696,Mediano,Agil,Alto,Baja,Si
697,Grande,Hibrida,Bajo,Baja,No
698,Pequeño,Hibrida,Alto,Baja,Si
699,Pequeño,Agil,Bajo,Media,Si
700,Mediano,Agil,Bajo,Alta,Si
701,Grande,Hibrida,Alto,Alta,No
702,Grande,Agil,Bajo,Alta,Si
703,Pequeño,Cascada,Bajo,Baja,No
704,Pequeño,Cascada,Bajo,Media,No
705,Mediano,Agil,Alto,Alta,Si
706,Mediano,Hibrida,Alto,Media,Si
707,Grande,Agil,Bajo,Baja,No
708,Grande,Agil,Bajo,Alta,Si
709,Pequeño,Hibrida,Alto,Media,Si
710,Grande,Hibrida,Alto,Baja,No
711,Mediano,Cascada,Bajo,Media,No
712,Mediano,Hibrida,Bajo,Alta,No
713,Pequeño,Cascada,Bajo,Alta,No
714,Mediano,Hibrida,Medio,Baja,No
715,Mediano,Agil,Alto,Baja,No
716,Mediano,Cascada,Medio,Baja,Si
717,Mediano,Cascada,Alto,Media,Si
718,Pequeño,Cascada,Alto,Media,Si
719,Pequeño,Agil,Alto,Media,Si
720,Grande,Agil,Alto,Baja,No
721,Mediano,Agil,Alto,Alta,Si
722,Grande,Agil,Alto,Alta,Si
723,Pequeño,Agil,Alto,Media,Si
724,Pequeño,Cascada,Medio,Media,No
725,Pequeño,Agil,Bajo,Alta,Si
726,Pequeño,Cascada,Bajo,Alta,No
727,Pequeño,Agil,Medio,Media,No
728,Pequeño,Hibrida,Medio,Media,No
729,Pequeño,Cascada,Medio,Alta,Si
730,Mediano,Hibrida,Medio,Baja,Si
731,Grande,Cascada,Alto,Media,No
732,Pequeño,Hibrida,Bajo,Alta,No
733,Mediano,Agil,Alto,Alta,Si
734,Mediano,Agil,Bajo,Alta,Si
735,Grande,Agil,Bajo,Alta,Si
736,Pequeño,Cascada,Medio,Baja,No
737,Grande,Hibrida,Alto,Alta,Si
738,Pequeño,Agil,Medio,Media,No
739,Mediano,Hibrida,Alto,Baja,No
740,Mediano,Hibrida,Bajo,Alta,No
741,Mediano,Agil,Medio,Baja,Si
742,Mediano,Agil,Medio,Media,Si
743,Grande,Hibrida,Bajo,Alta,No
744,Pequeño,Agil,Bajo,Media,Si
745,Pequeño,Agil,Bajo,Alta,Si
746,Grande,Agil,Medio,Alta,Si
747,Pequeño,Cascada,Alto,Alta,Si
748,Mediano,Hibrida,Medio,Alta,Si
749,Pequeño,Hibrida,Alto,Alta,Si
750,Mediano,Cascada,Medio,Baja,No
751,Grande,Hibrida,Medio,Alta,Si
752,Pequeño,Agil,Bajo,Alta,Si
753,Grande,Hibrida,Alto,Baja,No
754,Pequeño,Agil,Medio,Baja,No
755,Mediano,Cascada,Medio,Baja,Si
756,Grande,Agil,Bajo,Baja,No
757,Pequeño,Hibrida,Bajo,Baja,No
758,Mediano,Hibrida,Alto,Baja,No
759,Grande,Hibrida,Medio,Alta,Si
760,Grande,Cascada,Alto,Alta,Si
761,Pequeño,Cascada,Medio,Media,Si
762,Pequeño,Hibrida,Alto,Alta,Si
763,Pequeño,Agil,Bajo,Alta,Si
764,Mediano,Cascada,Medio,Baja,Si
765,Pequeño,Hibrida,Alto,Baja,Si
766,Grande,Hibrida,Bajo,Alta,No
767,Grande,Cascada,Bajo,Media,No
768,Pequeño,Cascada,Alto,Baja,Si
769,Pequeño,Cascada,Medio,Alta,No
770,Grande,Agil,Medio,Alta,Si
771,Mediano,Agil,Bajo,Media,Si
772,Pequeño,Hibrida,Medio,Media,Si
773,Pequeño,Cascada,Medio,Baja,Si
774,Grande,Agil,Medio,Media,No
775,Pequeño,Cascada,Bajo,Alta,No
776,Mediano,Hibrida,Alto,Alta,Si
777,Grande,Agil,Medio,Media,No
778,Pequeño,Agil,Bajo,Media,No
779,Grande,Agil,Bajo,Media,No
780,Pequeño,Hibrida,Alto,Media,Si
781,Pequeño,Cascada,Medio,Baja,Si
782,Pequeño,Agil,Medio,Media,No
783,Mediano,Hibrida,Alto,Baja,Si
784,Mediano,Cascada,Alto,Alta,Si
785,Grande,Hibrida,Bajo,Media,No
786,Pequeño,Cascada,Bajo,Baja,No
787,Pequeño,Hibrida,Alto,Media,Si
788,Mediano,Cascada,Medio,Alta,No
789,Pequeño,Agil,Bajo,Alta,Si
790,Mediano,Cascada,Bajo,Alta,No
791,Pequeño,Hibrida,Medio,Media,Si
792,Grande,Hibrida,Bajo,Media,Si
793,Pequeño,Cascada,Medio,Baja,Si
794,Pequeño,Agil,Medio,Alta,Si
795,Mediano,Agil,Medio,Media,Si
796,Pequeño,Cascada,Alto,Alta,Si
797,Pequeño,Cascada,Alto,Alta,Si
798,Mediano,Hibrida,Alto,Baja,Si
799,Grande,Agil,Medio,Baja,No
800,Grande,Cascada,Medio,Baja,No
801,Mediano,Agil,Alto,Baja,Si
802,Mediano,Cascada,Bajo,Alta,No
803,Mediano,Cascada,Medio,Baja,Si
804,Mediano,Agil,Bajo,Baja,No
805,Mediano,Cascada,Bajo,Baja,No
806,Grande,Cascada,Medio,Baja,No
807,Grande,Hibrida,Medio,Alta,No
808,Mediano,Cascada,Bajo,Baja,No
809,Pequeño,Cascada,Bajo,Alta,No
810,Mediano,Cascada,Alto,Media,No
811,Pequeño,Hibrida,Alto,Alta,Si
812,Mediano,Agil,Medio,Alta,Si
813,Mediano,Hibrida,Alto,Baja,Si
814,Grande,Hibrida,Alto,Media,No
815,Pequeño,Agil,Alto,Media,Si
816,Pequeño,Hibrida,Alto,Media,Si
817,Grande,Agil,Bajo,Media,No
818,Grande,Hibrida,Medio,Alta,No
819,Grande,Agil,Alto,Media,No
820,Grande,Cascada,Bajo,Alta,No
821,Pequeño,Hibrida,Bajo,Alta,No
822,Pequeño,Hibrida,Bajo,Alta,No
823,Mediano,Hibrida,Alto,Media,Si
824,Mediano,Hibrida,Alto,Baja,No
825,Grande,Cascada,Medio,Baja,No
826,Grande,Hibrida,Alto,Media,No
827,Grande,Cascada,Alto,Baja,No
828,Mediano,Cascada,Bajo,Baja,No
829,Mediano,Cascada,Medio,Alta,No
830,Mediano,Cascada,Alto,Alta,No
831,Mediano,Agil,Alto,Media,Si
832,Mediano,Agil,Bajo,Media,Si
833,Mediano,Hibrida,Bajo,Baja,No
834,Mediano,Agil,Alto,Alta,Si
835,Grande,Agil,Medio,Media,No
836,Grande,Hibrida,Medio,Media,No
837,Grande,Hibrida,Bajo,Media,Si
838,Grande,Hibrida,Bajo,Media,Si
839,Mediano,Agil,Alto,Media,No
840,Pequeño,Agil,Bajo,Media,No
841,Mediano,Hibrida,Alto,Baja,No
842,Pequeño,Cascada,Medio,Alta,Si
843,Grande,Hibrida,Medio,Alta,No
844,Mediano,Cascada,Alto,Media,Si
845,Grande,Cascada,Bajo,Alta,No
846,Mediano,Hibrida,Medio,Alta,No
847,Grande,Hibrida,Bajo,Alta,Si
848,Pequeño,Hibrida,Medio,Media,Si
849,Pequeño,Agil,Alto,Media,Si
850,Pequeño,Cascada,Alto,Alta,Si
851,Mediano,Agil,Alto,Alta,Si
852,Pequeño,Agil,Medio,Media,No
853,Mediano,Hibrida,Bajo,Baja,No
854,Pequeño,Agil,Bajo,Alta,Si
855,Pequeño,Hibrida,Bajo,Baja,Si
856,Mediano,Cascada,Medio,Alta,No
857,Mediano,Hibrida,Medio,Baja,Si
858,Pequeño,Agil,Medio,Baja,Si
859,Mediano,Agil,Medio,Baja,Si
860,Pequeño,Hibrida,Medio,Media,Si
861,Mediano,Hibrida,Bajo,Baja,No
862,Grande,Agil,Medio,Baja,No
863,Grande,Cascada,Medio,Baja,No
864,Grande,Cascada,Bajo,Alta,No
865,Grande,Hibrida,Medio,Baja,No
866,Grande,Cascada,Bajo,Alta,No
867,Pequeño,Agil,Bajo,Baja,Si
868,Grande,Hibrida,Alto,Baja,No
869,Grande,Agil,Alto,Media,Si
870,Grande,Agil,Alto,Alta,Si
871,Grande,Cascada,Alto,Baja,No
872,Mediano,Hibrida,Medio,Alta,No
873,Pequeño,Hibrida,Alto,Alta,Si
874,Grande,Cascada,Bajo,Media,No
875,Grande,Agil,Medio,Media,Si
876,Grande,Agil,Alto,Media,No
877,Pequeño,Agil,Bajo,Media,Si
878,Mediano,Agil,Medio,Media,No
879,Pequeño,Hibrida,Medio,Media,Si
880,Mediano,Hibrida,Alto,Media,Si
881,Grande,Cascada,Medio,Media,Si
882,Grande,Cascada,Bajo,Baja,No
883,Pequeño,Hibrida,Medio,Alta,Si
884,Pequeño,Hibrida,Bajo,Media,Si
885,Mediano,Agil,Medio,Media,No
886,Mediano,Agil,Alto,Alta,Si
887,Pequeño,Cascada,Bajo,Baja,No
888,Mediano,Hibrida,Medio,Alta,No
889,Pequeño,Cascada,Medio,Alta,No
890,Mediano,Hibrida,Medio,Media,No
891,Pequeño,Agil,Bajo,Alta,Si
892,Pequeño,Cascada,Bajo,Alta,No
893,Pequeño,Cascada,Bajo,Media,No
894,Mediano,Hibrida,Alto,Media,Si
895,Mediano,Agil,Alto,Media,Si
896,Mediano,Cascada,Bajo,Media,No
897,Pequeño,Agil,Medio,Alta,Si
898,Mediano,Cascada,Alto,Alta,Si
899,Mediano,Agil,Bajo,Baja,Si
900,Pequeño,Hibrida,Medio,Baja,No
901,Grande,Cascada,Alto,Alta,No
902,Pequeño,Cascada,Medio,Baja,Si
903,Mediano,Agil,Medio,Alta,Si
904,Pequeño,Agil,Medio,Baja,Si
905,Grande,Cascada,Medio,Media,No
906,Pequeño,Hibrida,Alto,Baja,Si
907,Mediano,Agil,Alto,Media,No
908,Grande,Agil,Alto,Media,Si
909,Mediano,Agil,Bajo,Media,No
910,Grande,Cascada,Alto,Media,No
911,Grande,Cascada,Medio,Baja,No
912,Pequeño,Cascada,Alto,Alta,Si
913,Pequeño,Cascada,Medio,Media,Si
914,Mediano,Hibrida,Bajo,Baja,Si
915,Pequeño,Hibrida,Medio,Media,No
916,Pequeño,Cascada,Medio,Baja,No
917,Grande,Hibrida,Medio,Baja,No
918,Pequeño,Agil,Bajo,Baja,No
919,Grande,Agil,Alto,Alta,Si
920,Grande,Agil,Alto,Baja,No
921,Grande,Cascada,Bajo,Baja,No
922,Mediano,Agil,Medio,Alta,Si
923,Mediano,Hibrida,Alto,Alta,Si
924,Mediano,Cascada,Bajo,Baja,No
925,Grande,Hibrida,Alto,Alta,Si
926,Mediano,Agil,Bajo,Media,No
927,Mediano,Agil,Medio,Media,No
928,Pequeño,Agil,Alto,Alta,Si
929,Mediano,Cascada,Bajo,Alta,No
930,Mediano,Hibrida,Alto,Baja,Si
931,Grande,Cascada,Alto,Alta,No
932,Grande,Cascada,Alto,Baja,No
933,Grande,Agil,Alto,Media,No
934,Grande,Cascada,Bajo,Alta,No
935,Grande,Cascada,Medio,Baja,No
936,Grande,Agil,Bajo,Baja,No
937,Mediano,Cascada,Bajo,Media,No
938,Grande,Agil,Bajo,Alta,Si
939,Grande,Agil,Medio,Media,No
940,Pequeño,Agil,Alto,Baja,Si
941,Mediano,Agil,Alto,Baja,No
942,Mediano,Cascada,Alto,Alta,No
943,Mediano,Agil,Medio,Baja,Si
944,Grande,Agil,Alto,Alta,Si
945,Grande,Cascada,Medio,Media,No
946,Grande,Cascada,Alto,Alta,Si
947,Pequeño,Hibrida,Alto,Alta,Si
948,Grande,Cascada,Bajo,Baja,No
949,Pequeño,Cascada,Medio,Baja,No
950,Mediano,Hibrida,Bajo,Alta,Si
951,Grande,Cascada,Bajo,Baja,No
952,Pequeño,Cascada,Bajo,Baja,No
953,Pequeño,Cascada,Medio,Baja,No
954,Grande,Cascada,Medio,Alta,Si
955,Mediano,Hibrida,Alto,Baja,Si
956,Mediano,Cascada,Bajo,Alta,No
957,Mediano,Cascada,Alto,Baja,Si
958,Pequeño,Hibrida,Bajo,Media,Si
959,Pequeño,Agil,Medio,Baja,No
960,Pequeño,Hibrida,Medio,Baja,No
961,Pequeño,Agil,Medio,Alta,Si
962,Mediano,Hibrida,Bajo,Alta,No
963,Grande,Hibrida,Medio,Baja,No
964,Pequeño,Cascada,Bajo,Media,No
965,Pequeño,Agil,Alto,Baja,Si
966,Mediano,Cascada,Bajo,Baja,No
967,Grande,Agil,Alto,Media,Si
968,Grande,Hibrida,Bajo,Alta,Si
969,Mediano,Hibrida,Alto,Baja,Si
970,Mediano,Agil,Medio,Alta,Si
971,Grande,Cascada,Alto,Alta,Si
972,Pequeño,Cascada,Medio,Media,No
973,Grande,Cascada,Medio,Media,Si
974,Mediano,Cascada,Alto,Alta,Si
975,Pequeño,Hibrida,Bajo,Baja,Si
976,Pequeño,Hibrida,Bajo,Alta,Si
977,Mediano,Hibrida,Bajo,Baja,No
978,Mediano,Hibrida,Bajo,Baja,No
979,Mediano,Hibrida,Bajo,Media,Si
980,Grande,Cascada,Medio,Baja,No
981,Grande,Cascada,Bajo,Baja,No
982,Pequeño,Cascada,Medio,Alta,Si
983,Mediano,Cascada,Medio,Media,Si
984,Pequeño,Hibrida,Medio,Baja,Si
985,Pequeño,Hibrida,Alto,Baja,Si
986,Pequeño,Hibrida,Alto,Media,Si
987,Pequeño,Agil,Medio,Alta,Si
988,Mediano,Cascada,Alto,Media,Si
989,Pequeño,Cascada,Bajo,Media,No
990,Mediano,Hibrida,Bajo,Baja,No
991,Mediano,Cascada,Medio,Baja,No
992,Grande,Cascada,Bajo,Alta,No
993,Mediano,Hibrida,Medio,Baja,No
994,Grande,Agil,Medio,Baja,No
995,Mediano,Agil,Bajo,Media,Si
996,Mediano,Agil,Alto,Baja,Si
997,Mediano,Hibrida,Bajo,Alta,No
998,Grande,Cascada,Bajo,Media,No
999,Grande,Hibrida,Medio,Alta,No
1000,Pequeño,Hibrida,Medio,Media,No
